00: Vysvětli pojem nebo část: Hrozba, zranitelnost, riziko a mitigace / Co umět říct	<b>- Co umět ke zkoušce</b><br><br>- <b>Hrozba</b> je potenciální příčina incidentu, např. malware, výpadek elektřiny, útočník nebo chyba uživatele.<br>- <b>Zranitelnost</b> je slabé místo, které může hrozba využít, např. neaktualizovaný systém, slabé heslo nebo otevřený port.<br>- <b>Riziko</b> je kombinace hrozby, zranitelnosti a dopadu na aktivum.<br>- <b>Mitigace</b> je opatření, které riziko snižuje.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Hrozba, zranitelnost, riziko a mitigace / Krátký příklad	<b>- Co umět ke zkoušce</b><br><br>Server má neaktualizovanou webovou aplikaci.<br><br>- Hrozba: útočník z internetu.<br>- Zranitelnost: známá chyba v aplikaci.<br>- Riziko: kompromitace serveru a únik dat.<br>- Mitigace: aktualizace aplikace, WAF, omezení přístupu, monitoring logů, zálohy.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Hrozba, zranitelnost, riziko a mitigace / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [01_Obecne_principy_bezpecnosti.md](01_Obecne_principy_bezpecnosti.md)<br>- [11_ENA-KB_Infrastructure_protection.md](11_ENA-KB_Infrastructure_protection.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Symetrické vs. asymetrické šifrování a hash / Co umět říct	"<b>- Co umět ke zkoušce</b><br><br>- <b>Symetrické šifrování</b> používá stejný klíč pro šifrování i dešifrování.<br>- Je rychlé, hodí se pro větší objemy dat.<br>- Problém je bezpečná distribuce klíče.<br><br>- <b>Asymetrické šifrování</b> používá dvojici veřejný/soukromý klíč.<br>- Hodí se pro výměnu klíčů, certifikáty, digitální podpisy a ověřování identity.<br>- Je pomalejší než symetrické šifrování.<br><br>- <b>Hash</b> vytváří otisk dat.<br>- Slouží pro kontrolu integrity, ukládání hesel a digitální podpisy.<br>- Hash není šifrování, protože nejde běžně ""dešifrovat"" zpět."	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Symetrické vs. asymetrické šifrování a hash / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [03_Kryptografie.md](03_Kryptografie.md)<br>- [04a_Symetricka_kryptografie.md](04a_Symetricka_kryptografie.md)<br>- [04b_Asymetricka_kryptografie_a_hashing.md](04b_Asymetricka_kryptografie_a_hashing.md)<br>- [07_ENA-KB_PKI.md](07_ENA-KB_PKI.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: AAA, MFA a SSO / Co umět říct	<b>- Co umět ke zkoušce</b><br><br>- <b>AAA</b> znamená:<br>  - <b>Authentication</b> - ověření identity.<br>  - <b>Authorization</b> - určení, co smí subjekt dělat.<br>  - <b>Accounting/Auditing</b> - evidence aktivit, dohledatelnost a audit.<br><br>- <b>MFA</b> zvyšuje jistotu ověření identity, protože kombinuje více faktorů:<br>  - něco, co znám,<br>  - něco, co mám,<br>  - něco, čím jsem.<br><br>- <b>SSO</b> umožňuje přihlásit se jednou a používat více služeb.<br>- Přínos SSO je pohodlí a centrální správa identit.<br>- Riziko SSO je vysoký dopad kompromitace centrální identity.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: AAA, MFA a SSO / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [01_Obecne_principy_bezpecnosti.md](01_Obecne_principy_bezpecnosti.md)<br>- [02_ENA-KB_Data_a_server_protection.md](02_ENA-KB_Data_a_server_protection.md)<br>- [12_ENA-KB_Wireless.md](12_ENA-KB_Wireless.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Minimální ochrana serveru a dat / Co umět vyjmenovat	<b>- Co umět ke zkoušce</b><br><br>Minimální kroky:<br><br>1. Nastavit uživatelské role a oprávnění.<br>2. Nepoužívat běžně administrátorský účet.<br>3. Vynucovat silná hesla, ideálně MFA.<br>4. Aktualizovat operační systém a aplikace.<br>5. Zapnout auditování bezpečnostních událostí.<br>6. Centralizovat a uchovávat logy.<br>7. Pravidelně zálohovat.<br>8. Testovat obnovu ze záloh.<br>9. Šifrovat citlivá data nebo disk.<br>10. Omezit síťovou dostupnost jen na nutné služby.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Minimální ochrana serveru a dat / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [02_ENA-KB_Data_a_server_protection.md](02_ENA-KB_Data_a_server_protection.md)<br>- [05_ENA-KB_Monitoring.md](05_ENA-KB_Monitoring.md)<br>- [11_ENA-KB_Infrastructure_protection.md](11_ENA-KB_Infrastructure_protection.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Logování, monitoring a syslog / Co umět říct	<b>- Co umět ke zkoušce</b><br><br>- <b>Monitoring</b> sleduje stav systému a metriky, např. dostupnost, CPU, RAM, disk, latenci nebo otevřené porty.<br>- Pomáhá odhalit problém dříve, než způsobí výpadek.<br>- <b>Logování</b> uchovává záznamy o událostech.<br>- Logy pomáhají vysvětlit, co se stalo, kdy se to stalo a kdo nebo co to způsobilo.<br>- <b>Syslog</b> je běžný protokol/formát pro posílání a ukládání textových logů, typicky v unixových systémech a síťových zařízeních.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Logování, monitoring a syslog / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [05_ENA-KB_Monitoring.md](05_ENA-KB_Monitoring.md)<br>- [02_ENA-KB_Data_a_server_protection.md](02_ENA-KB_Data_a_server_protection.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Endpoint a síťová opatření / Endpoint opatření	<b>- Co umět ke zkoušce</b><br><br>- antivirus/antimalware,<br>- osobní firewall,<br>- pravidelné aktualizace,<br>- správa zařízení přes UEM/MDM,<br>- omezení oprávnění uživatele,<br>- kontrola přístupu do sítě přes NAC,<br>- ochrana proti škodlivým přílohám a aplikacím.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Endpoint a síťová opatření / Síťová opatření	<b>- Co umět ke zkoušce</b><br><br>- síťový firewall,<br>- IDS/IPS,<br>- VLAN segmentace,<br>- VPN,<br>- DHCP Snooping,<br>- Dynamic ARP Inspection,<br>- RA Guard,<br>- IP Source Guard,<br>- Web Proxy,<br>- WAF.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Endpoint a síťová opatření / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [10_ENA-KB_Endpoint_protection.md](10_ENA-KB_Endpoint_protection.md)<br>- [11_ENA-KB_Infrastructure_protection.md](11_ENA-KB_Infrastructure_protection.md)<br>- [12_ENA-KB_Wireless.md](12_ENA-KB_Wireless.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: CSIRT, CERT a SOC / Co umět říct	<b>- Co umět ke zkoušce</b><br><br>- <b>CSIRT</b> je tým pro řešení bezpečnostních incidentů.<br>- <b>CERT</b> je podobný pojem, historicky často používaný pro týmy koordinující reakci na incidenty a zranitelnosti.<br>- <b>SOC</b> je bezpečnostní dohledové centrum, které průběžně monitoruje události, logy, alerty a podezřelé chování.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: CSIRT, CERT a SOC / Rozdíl v jedné větě	<b>- Co umět ke zkoušce</b><br><br>SOC typicky incidenty detekuje a monitoruje, CSIRT/CERT je řeší, koordinuje a pomáhá s reakcí.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: CSIRT, CERT a SOC / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [05_Legislativa.md](05_Legislativa.md)<br>- [05_ENA-KB_Monitoring.md](05_ENA-KB_Monitoring.md)<br>- [11_ENA-KB_Infrastructure_protection.md](11_ENA-KB_Infrastructure_protection.md)	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Legislativní povinnosti: ZKB, GDPR, NIS2 / Co umět říct	<b>- Co umět ke zkoušce</b><br><br>- <b>ZKB</b> řeší kybernetickou bezpečnost v českém právním prostředí.<br>- <b>GDPR</b> řeší ochranu osobních údajů.<br>- <b>NIS2</b> rozšiřuje evropskou regulaci kybernetické bezpečnosti na více subjektů a zdůrazňuje řízení rizik, odpovědnost vedení, incidenty, dodavatelský řetězec a bezpečnostní opatření.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Legislativní povinnosti: ZKB, GDPR, NIS2 / Praktický význam	<b>- Co umět ke zkoušce</b><br><br>Kybernetická bezpečnost není jen technické téma. Organizace musí řešit také:<br><br>- odpovědnost vedení,<br>- dokumentaci,<br>- řízení rizik,<br>- hlášení incidentů,<br>- ochranu osobních údajů,<br>- audit a prokazování souladu.	00 00_co_umet_ke_zkousce kyber
00: Vysvětli pojem nebo část: Legislativní povinnosti: ZKB, GDPR, NIS2 / Kde v poznámkách	<b>- Co umět ke zkoušce</b><br><br>- [05_Legislativa.md](05_Legislativa.md)<br>- [01_Obecne_principy_bezpecnosti.md](01_Obecne_principy_bezpecnosti.md)	00 00_co_umet_ke_zkousce kyber
